Persona Precision,Entity Precision,Action Precision,Persona Recall,Entity Recall,Action Recall,Persona F-Measure,Entity F-Measure,Action F-Measure
0.9336639801611903,0.85,0.8270846800258564,0.9888378200919238,0.621282694374776,0.7519835439318249,0.9604591836734694,0.7178637963154626,0.7877481914729877
