Measurement,Average,Standard Deviation,Comparison Mode,nlp
Persona Precision,1.0,0.0,Strict Comparison,crf
Persona Recall,1.0,0.0,Strict Comparison,crf
Persona F-Measure,1.0,0.0,Strict Comparison,crf
Entity Precision,0.814,0.104,Strict Comparison,crf
Entity Recall,0.708,0.13,Strict Comparison,crf
Entity F-Measure,0.755,0.114,Strict Comparison,crf
Action Precision,0.916,0.049,Strict Comparison,crf
Action Recall,0.909,0.067,Strict Comparison,crf
Action F-Measure,0.912,0.057,Strict Comparison,crf
