Measurement,Average,Standard Deviation,Comparison Mode,nlp
Persona Precision,0.573,0.256,Inclusion Comparison,visual_narrator
Persona Recall,0.573,0.256,Inclusion Comparison,visual_narrator
Persona F-Measure,0.573,0.256,Inclusion Comparison,visual_narrator
Entity Precision,0.417,0.14,Inclusion Comparison,visual_narrator
Entity Recall,0.116,0.054,Inclusion Comparison,visual_narrator
Entity F-Measure,0.181,0.078,Inclusion Comparison,visual_narrator
Action Precision,0.898,0.074,Inclusion Comparison,visual_narrator
Action Recall,0.393,0.037,Inclusion Comparison,visual_narrator
Action F-Measure,0.546,0.047,Inclusion Comparison,visual_narrator
