Measurement,Average,Standard Deviation,Comparison Mode,nlp
Persona Precision,0.851,0,Strict Comparison,ecmfa_vn
Persona Recall,0.854,0,Strict Comparison,ecmfa_vn
Persona F-Measure,0.853,0,Strict Comparison,ecmfa_vn
Entity Precision,0.175,0,Strict Comparison,ecmfa_vn
Entity Recall,0.38,0,Strict Comparison,ecmfa_vn
Entity F-Measure,0.24,0,Strict Comparison,ecmfa_vn
Action Precision,0.081,0,Strict Comparison,ecmfa_vn
Action Recall,0.124,0,Strict Comparison,ecmfa_vn
Action F-Measure,0.098,0,Strict Comparison,ecmfa_vn
