Persona Precision,Entity Precision,Action Precision,Persona Recall,Entity Recall,Action Recall,Persona F-Measure,Entity F-Measure,Action F-Measure
0.9315068493150684,0.7857142857142857,0.7560975609756098,1.0,0.5789473684210527,0.6595744680851063,0.9645390070921985,0.6666666666666667,0.7045454545454545
0.873015873015873,0.7958115183246073,0.8863636363636364,1.0,0.6523605150214592,0.8068965517241379,0.9322033898305084,0.7169811320754716,0.8447653429602888
0.9215686274509803,0.753968253968254,0.7321428571428571,0.94,0.5654761904761905,0.6890756302521008,0.9306930693069307,0.6462585034013605,0.7099567099567099
0.9814814814814815,0.7741935483870968,0.7394957983193278,1.0,0.5150214592274678,0.6984126984126984,0.9906542056074767,0.6185567010309279,0.7183673469387755
0.9761904761904762,0.8615384615384616,0.7821782178217822,1.0,0.5957446808510638,0.7383177570093458,0.9879518072289156,0.7044025157232704,0.7596153846153846
0.9504950495049505,0.7116788321167883,0.7731481481481481,1.0,0.5446927374301676,0.7488789237668162,0.9746192893401014,0.6170886075949367,0.7608200455580867
0.9583333333333334,0.8245614035087719,0.7770700636942676,0.9857142857142858,0.6438356164383562,0.7261904761904762,0.971830985915493,0.7230769230769231,0.7507692307692309
0.7936507936507936,0.7209302325581395,0.7831325301204819,1.0,0.5923566878980892,0.6565656565656566,0.8849557522123894,0.6503496503496502,0.7142857142857142
0.9285714285714286,0.726027397260274,0.6864406779661016,1.0,0.49765258215962443,0.5472972972972973,0.962962962962963,0.5905292479108635,0.6090225563909774
0.9565217391304348,0.7549668874172185,0.7337662337662337,1.0,0.5,0.6277777777777778,0.9777777777777777,0.6015831134564644,0.6766467065868264
1.0,0.7771084337349398,0.6592592592592592,1.0,0.5078740157480315,0.6846153846153846,1.0,0.6142857142857143,0.6716981132075471
0.970873786407767,0.8307692307692308,0.7514792899408284,1.0,0.6371681415929203,0.6135265700483091,0.9852216748768473,0.7212020033388982,0.675531914893617
0.9926470588235294,0.8731884057971014,0.7121951219512195,1.0,0.6426666666666667,0.5680933852140078,0.996309963099631,0.740399385560676,0.6320346320346321
0.8082191780821918,0.8203883495145631,0.764367816091954,0.855072463768116,0.555921052631579,0.7112299465240641,0.8309859154929579,0.6627450980392157,0.7368421052631579
0.9411764705882353,0.7741935483870968,0.8315789473684211,1.0,0.6114649681528662,0.7053571428571429,0.9696969696969697,0.6832740213523131,0.7632850241545894
0.9807692307692307,0.7818181818181819,0.9154929577464789,1.0,0.7166666666666667,0.8666666666666667,0.9902912621359222,0.7478260869565218,0.8904109589041095
0.9454545454545454,0.7953216374269005,0.68,0.9811320754716981,0.6098654708520179,0.6589147286821705,0.9629629629629629,0.6903553299492385,0.6692913385826772
0.941747572815534,0.8059701492537313,0.8148148148148148,1.0,0.6016713091922006,0.8461538461538461,0.97,0.6889952153110048,0.830188679245283
0.8828828828828829,0.759493670886076,0.7422680412371134,1.0,0.5863192182410424,0.72,0.937799043062201,0.6617647058823529,0.7309644670050761
0.8968253968253969,0.7354497354497355,0.7111913357400722,0.9826086956521739,0.4672268907563025,0.6480263157894737,0.9377593360995851,0.5714285714285714,0.6781411359724612
0.9836065573770492,0.8345864661654135,0.7884615384615384,1.0,0.5967741935483871,0.7884615384615384,0.9917355371900827,0.6959247648902821,0.7884615384615384
