Measurement,Average,Standard Deviation,Comparison Mode,nlp
Persona Precision,0.99,0.015,Inclusion Comparison,simple
Persona Recall,0.99,0.015,Inclusion Comparison,simple
Persona F-Measure,0.99,0.015,Inclusion Comparison,simple
Entity Precision,0.055,0.008,Inclusion Comparison,simple
Entity Recall,0.336,0.08,Inclusion Comparison,simple
Entity F-Measure,0.094,0.014,Inclusion Comparison,simple
Action Precision,0.152,0.025,Inclusion Comparison,simple
Action Recall,0.89,0.039,Inclusion Comparison,simple
Action F-Measure,0.259,0.038,Inclusion Comparison,simple
