Measurement,Average,Standard Deviation,Comparison Mode,nlp
Persona Precision,0.911,0,Relaxed Comparison,ecmfa_vn
Persona Recall,0.914,0,Relaxed Comparison,ecmfa_vn
Persona F-Measure,0.913,0,Relaxed Comparison,ecmfa_vn
Entity Precision,0.207,0,Relaxed Comparison,ecmfa_vn
Entity Recall,0.449,0,Relaxed Comparison,ecmfa_vn
Entity F-Measure,0.284,0,Relaxed Comparison,ecmfa_vn
Action Precision,0.09,0,Relaxed Comparison,ecmfa_vn
Action Recall,0.139,0,Relaxed Comparison,ecmfa_vn
Action F-Measure,0.109,0,Relaxed Comparison,ecmfa_vn
