Persona Precision,Entity Precision,Action Precision,Persona Recall,Entity Recall,Action Recall,Persona F-Measure,Entity F-Measure,Action F-Measure
0.9855072463768116,0.8333333333333334,0.7586206896551724,1.0,0.5263157894736842,0.624113475177305,0.9927007299270074,0.6451612903225806,0.6848249027237354
0.9821428571428571,0.8636363636363636,0.8918918918918919,1.0,0.5708154506437768,0.6827586206896552,0.9909909909909909,0.6873385012919897,0.7734375000000001
0.9215686274509803,0.7592592592592593,0.71875,0.94,0.4880952380952381,0.5798319327731093,0.9306930693069307,0.5942028985507246,0.641860465116279
0.9814814814814815,0.8111888111888111,0.6699029126213593,1.0,0.4978540772532189,0.5476190476190477,0.9906542056074767,0.6170212765957447,0.6026200873362446
0.9761904761904762,0.8958333333333334,0.8194444444444444,1.0,0.4574468085106383,0.5514018691588785,0.9879518072289156,0.6056338028169014,0.659217877094972
0.9896907216494846,0.7722772277227723,0.7967914438502673,1.0,0.43575418994413406,0.6681614349775785,0.9948186528497409,0.557142857142857,0.726829268292683
0.9859154929577465,0.8467153284671532,0.8503401360544217,1.0,0.5296803652968036,0.7440476190476191,0.9929078014184397,0.6516853932584269,0.7936507936507937
0.847457627118644,0.851063829787234,0.8181818181818182,1.0,0.5095541401273885,0.6363636363636364,0.9174311926605504,0.6374501992031872,0.7159090909090909
1.0,0.7722772277227723,0.7731958762886598,1.0,0.36619718309859156,0.5067567567567568,1.0,0.4968152866242039,0.6122448979591836
0.9850746268656716,0.832,0.7910447761194029,1.0,0.45614035087719296,0.5888888888888889,0.9924812030075187,0.5892351274787535,0.6751592356687899
0.9846153846153847,0.8516129032258064,0.7022900763358778,1.0,0.5196850393700787,0.7076923076923077,0.9922480620155039,0.6454767726161369,0.7049808429118773
0.970873786407767,0.8638297872340426,0.727810650887574,1.0,0.5988200589970502,0.5942028985507246,0.9852216748768473,0.7073170731707318,0.6542553191489363
0.9926470588235294,0.92,0.6861702127659575,1.0,0.552,0.5019455252918288,0.996309963099631,0.6900000000000001,0.5797752808988764
0.863013698630137,0.8225806451612904,0.7744360902255639,0.9130434782608695,0.5032894736842105,0.5508021390374331,0.8873239436619719,0.6244897959183674,0.6437499999999999
0.963855421686747,0.7857142857142857,0.8674033149171271,1.0,0.49044585987261147,0.7008928571428571,0.9815950920245399,0.6039215686274509,0.7753086419753087
1.0,0.8469387755102041,0.9420289855072463,1.0,0.6916666666666667,0.8666666666666667,1.0,0.761467889908257,0.9027777777777778
0.9629629629629629,0.8561151079136691,0.7692307692307693,0.9811320754716981,0.5336322869955157,0.6201550387596899,0.9719626168224299,0.6574585635359116,0.686695278969957
0.9603960396039604,0.8962264150943396,0.7941176470588235,1.0,0.5292479108635098,0.8307692307692308,0.9797979797979798,0.6654991243432574,0.8120300751879699
0.9423076923076923,0.8195876288659794,0.7471264367816092,1.0,0.5179153094462541,0.65,0.9702970297029703,0.6347305389221557,0.6951871657754011
0.9416666666666667,0.8085808580858086,0.6349206349206349,0.9826086956521739,0.4117647058823529,0.5263157894736842,0.9617021276595745,0.5456570155902004,0.5755395683453238
1.0,0.8793103448275862,0.8085106382978723,1.0,0.5483870967741935,0.7307692307692307,1.0,0.6754966887417218,0.7676767676767676
