Measurement,Average,Standard Deviation,Comparison Mode,nlp
Persona Precision,1.0,0.0,Relaxed Comparison,crf
Persona Recall,1.0,0.0,Relaxed Comparison,crf
Persona F-Measure,1.0,0.0,Relaxed Comparison,crf
Entity Precision,0.876,0.028,Relaxed Comparison,crf
Entity Recall,0.901,0.038,Relaxed Comparison,crf
Entity F-Measure,0.888,0.033,Relaxed Comparison,crf
Action Precision,0.88,0.079,Relaxed Comparison,crf
Action Recall,0.875,0.058,Relaxed Comparison,crf
Action F-Measure,0.877,0.066,Relaxed Comparison,crf
