Measurement,Average,Standard Deviation,Comparison Mode,nlp
Persona Precision,0.996,0,Relaxed Comparison,crf
Persona Recall,0.996,0,Relaxed Comparison,crf
Persona F-Measure,0.996,0,Relaxed Comparison,crf
Entity Precision,0.833,0,Relaxed Comparison,crf
Entity Recall,0.847,0,Relaxed Comparison,crf
Entity F-Measure,0.84,0,Relaxed Comparison,crf
Action Precision,0.839,0,Relaxed Comparison,crf
Action Recall,0.876,0,Relaxed Comparison,crf
Action F-Measure,0.857,0,Relaxed Comparison,crf
