Persona Precision,Entity Precision,Action Precision,Persona Recall,Entity Recall,Action Recall,Persona F-Measure,Entity F-Measure,Action F-Measure
0.9894736842105263,0.03018867924528302,0.16342412451361868,0.9894736842105263,0.16326530612244897,0.84,0.9894736842105263,0.05095541401273885,0.2736156351791531
0.9821428571428571,0.056016597510373446,0.13501144164759726,0.9821428571428571,0.45,0.9672131147540983,0.9821428571428571,0.09963099630996311,0.2369477911646587
1.0,0.04289544235924933,0.14868804664723032,1.0,0.2711864406779661,0.9107142857142857,1.0,0.07407407407407408,0.2556390977443609
1.0,0.05321507760532151,0.13367609254498714,1.0,0.4067796610169492,0.9454545454545454,1.0,0.09411764705882353,0.23423423423423426
1.0,0.03207547169811321,0.13817330210772832,1.0,0.25,0.855072463768116,1.0,0.0568561872909699,0.23790322580645162
0.9587628865979382,0.07102272727272728,0.12446351931330472,0.9587628865979382,0.423728813559322,0.8529411764705882,0.9587628865979382,0.12165450121654502,0.2172284644194757
0.9863013698630136,0.05443548387096774,0.13513513513513514,0.9863013698630136,0.3375,0.8441558441558441,0.9863013698630136,0.09374999999999999,0.23297491039426524
1.0,0.07868020304568528,0.15056818181818182,1.0,0.5081967213114754,0.9137931034482759,1.0,0.13626373626373628,0.25853658536585367
1.0,0.07077625570776255,0.1036036036036036,1.0,0.43661971830985913,0.8518518518518519,1.0,0.1218074656188605,0.18473895582329314
0.9850746268656716,0.04008016032064128,0.12526539278131635,0.9850746268656716,0.273972602739726,0.855072463768116,0.9850746268656716,0.06993006993006994,0.21851851851851853
0.9696969696969697,0.09767441860465116,0.1625,0.9696969696969697,0.49411764705882355,0.8904109589041096,0.9696969696969697,0.16310679611650483,0.27484143763213525
1.0,0.06686046511627906,0.16129032258064516,1.0,0.323943661971831,0.9558823529411765,1.0,0.1108433734939759,0.2760084925690021
