Measurement,Average,Standard Deviation,Comparison Mode,nlp
Persona Precision,0.993,0.009,Inclusion Comparison,simple
Persona Recall,0.993,0.009,Inclusion Comparison,simple
Persona F-Measure,0.993,0.009,Inclusion Comparison,simple
Entity Precision,0.055,0.01,Inclusion Comparison,simple
Entity Recall,0.33,0.084,Inclusion Comparison,simple
Entity F-Measure,0.095,0.017,Inclusion Comparison,simple
Action Precision,0.157,0.028,Inclusion Comparison,simple
Action Recall,0.905,0.029,Inclusion Comparison,simple
Action F-Measure,0.267,0.041,Inclusion Comparison,simple
