Persona Precision,Entity Precision,Action Precision,Persona Recall,Entity Recall,Action Recall,Persona F-Measure,Entity F-Measure,Action F-Measure
1.0,0.8594594594594595,0.890625,1.0,0.7607655502392344,0.8085106382978723,1.0,0.8071065989847716,0.8475836431226765
1.0,0.915,0.9197080291970803,1.0,0.7854077253218884,0.8689655172413793,1.0,0.8452655889145496,0.8936170212765957
0.98,0.8506493506493507,0.8899082568807339,0.98,0.7797619047619048,0.8151260504201681,0.98,0.8136645962732919,0.8508771929824561
0.9814814814814815,0.8663366336633663,0.7674418604651163,1.0,0.7510729613733905,0.7857142857142857,0.9906542056074767,0.8045977011494253,0.7764705882352941
1.0,0.93125,0.9247311827956989,1.0,0.7925531914893617,0.8037383177570093,1.0,0.8563218390804598,0.86
1.0,0.8299319727891157,0.900497512437811,1.0,0.6815642458100558,0.8116591928251121,1.0,0.7484662576687118,0.8537735849056604
0.9857142857142858,0.8663101604278075,0.9375,0.9857142857142858,0.7397260273972602,0.8928571428571429,0.9857142857142858,0.7980295566502463,0.9146341463414636
1.0,0.8731343283582089,0.8645833333333334,1.0,0.7452229299363057,0.8383838383838383,1.0,0.8041237113402061,0.8512820512820513
1.0,0.8766233766233766,0.8211382113821138,1.0,0.6338028169014085,0.6824324324324325,1.0,0.7356948228882835,0.7453874538745388
1.0,0.8461538461538461,0.896774193548387,1.0,0.7236842105263158,0.7722222222222223,1.0,0.7801418439716312,0.8298507462686566
1.0,0.8584474885844748,0.7777777777777778,1.0,0.7401574803149606,0.8615384615384616,1.0,0.7949260042283298,0.8175182481751826
1.0,0.8680555555555556,0.8274111675126904,1.0,0.7374631268436578,0.7874396135265701,1.0,0.7974481658692185,0.806930693069307
1.0,0.933933933933934,0.9134199134199135,1.0,0.8293333333333334,0.8210116731517509,1.0,0.8785310734463277,0.8647540983606558
0.7323943661971831,0.8438818565400844,0.888235294117647,0.7536231884057971,0.6578947368421053,0.8074866310160428,0.7428571428571428,0.7393715341959335,0.84593837535014
1.0,0.7689243027888446,0.9470899470899471,1.0,0.6146496815286624,0.7991071428571429,1.0,0.6831858407079646,0.8668280871670703
1.0,0.8623853211009175,0.9444444444444444,1.0,0.7833333333333333,0.9066666666666666,1.0,0.8209606986899564,0.9251700680272109
0.9622641509433962,0.8066298342541437,0.8389830508474576,0.9622641509433962,0.6547085201793722,0.7674418604651163,0.9622641509433962,0.7227722772277227,0.8016194331983806
0.9603960396039604,0.9510703363914373,0.9504132231404959,1.0,0.8662952646239555,0.8846153846153846,0.9797979797979798,0.9067055393586007,0.9163346613545816
0.98989898989899,0.8426966292134831,0.8723404255319149,1.0,0.7328990228013029,0.82,0.9949238578680203,0.7839721254355401,0.8453608247422681
0.9495798319327731,0.7775280898876404,0.8453237410071942,0.9826086956521739,0.5815126050420169,0.7730263157894737,0.9658119658119659,0.6653846153846155,0.8075601374570447
1.0,0.8988095238095238,0.9479166666666666,1.0,0.8118279569892473,0.875,1.0,0.8531073446327683,0.91
