Persona Precision,Entity Precision,Action Precision,Persona Recall,Entity Recall,Action Recall,Persona F-Measure,Entity F-Measure,Action F-Measure
1.0,0.8162162162162162,0.8046875,1.0,0.722488038277512,0.7304964539007093,1.0,0.7664974619289341,0.7657992565055763
1.0,0.88,0.8686131386861314,1.0,0.7553648068669528,0.8206896551724138,1.0,0.812933025404157,0.8439716312056738
0.98,0.7857142857142857,0.8440366972477065,0.98,0.7202380952380952,0.773109243697479,0.98,0.7515527950310559,0.8070175438596491
0.9814814814814815,0.8415841584158416,0.7209302325581395,1.0,0.7296137339055794,0.7380952380952381,0.9906542056074767,0.7816091954022988,0.7294117647058824
1.0,0.90625,0.8817204301075269,1.0,0.7712765957446809,0.7663551401869159,1.0,0.8333333333333334,0.82
1.0,0.782312925170068,0.8159203980099502,1.0,0.6424581005586593,0.7354260089686099,1.0,0.705521472392638,0.7735849056603773
0.9857142857142858,0.8074866310160428,0.89375,0.9857142857142858,0.6894977168949772,0.8511904761904762,0.9857142857142858,0.7438423645320198,0.8719512195121951
1.0,0.8582089552238806,0.7604166666666666,1.0,0.732484076433121,0.7373737373737373,1.0,0.7903780068728522,0.7487179487179487
1.0,0.7987012987012987,0.7398373983739838,1.0,0.5774647887323944,0.6148648648648649,1.0,0.6702997275204359,0.6715867158671588
1.0,0.7794871794871795,0.8387096774193549,1.0,0.6666666666666666,0.7222222222222222,1.0,0.718676122931442,0.7761194029850746
1.0,0.7899543378995434,0.7708333333333334,1.0,0.6811023622047244,0.8538461538461538,1.0,0.7315010570824525,0.8102189781021898
1.0,0.84375,0.7309644670050761,1.0,0.7168141592920354,0.6956521739130435,1.0,0.7751196172248803,0.7128712871287128
1.0,0.9099099099099099,0.8614718614718615,1.0,0.808,0.77431906614786,1.0,0.8559322033898304,0.8155737704918032
0.7323943661971831,0.8143459915611815,0.8,0.7536231884057971,0.6348684210526315,0.7272727272727273,0.7428571428571428,0.7134935304990758,0.761904761904762
1.0,0.7211155378486056,0.9365079365079365,1.0,0.5764331210191083,0.7901785714285714,1.0,0.6407079646017699,0.8571428571428571
1.0,0.8440366972477065,0.8888888888888888,1.0,0.7666666666666667,0.8533333333333334,1.0,0.8034934497816594,0.8707482993197277
0.9622641509433962,0.7734806629834254,0.7372881355932204,0.9622641509433962,0.6278026905829597,0.6744186046511628,0.9622641509433962,0.6930693069306931,0.7044534412955465
0.9603960396039604,0.8654434250764526,0.9338842975206612,1.0,0.7883008356545961,0.8692307692307693,0.9797979797979798,0.825072886297376,0.9003984063745021
0.98989898989899,0.7902621722846442,0.8085106382978723,1.0,0.6872964169381107,0.76,0.9949238578680203,0.735191637630662,0.7835051546391754
0.9495798319327731,0.7910112359550562,0.7985611510791367,0.9826086956521739,0.5915966386554622,0.7302631578947368,0.9658119658119659,0.676923076923077,0.7628865979381443
1.0,0.875,0.9166666666666666,1.0,0.7903225806451613,0.8461538461538461,1.0,0.8305084745762712,0.8799999999999999
