Measurement,Average,Standard Deviation,Comparison Mode,nlp
Persona Precision,0.581,0.339,Inclusion Comparison,visual_narrator
Persona Recall,0.581,0.339,Inclusion Comparison,visual_narrator
Persona F-Measure,0.581,0.339,Inclusion Comparison,visual_narrator
Entity Precision,0.364,0.161,Inclusion Comparison,visual_narrator
Entity Recall,0.331,0.155,Inclusion Comparison,visual_narrator
Entity F-Measure,0.346,0.157,Inclusion Comparison,visual_narrator
Action Precision,0.904,0.079,Inclusion Comparison,visual_narrator
Action Recall,0.838,0.108,Inclusion Comparison,visual_narrator
Action F-Measure,0.868,0.089,Inclusion Comparison,visual_narrator
